year,month,sstarc
1999,7,-1.008813567
1999,8,-0.641623977
1999,9,-0.904196997
1999,10,-0.760170542
1999,11,-0.675569669
1999,12,-0.687761316
2000,1,-0.545234676
2000,2,-0.440101351
2000,3,-0.411513147
2000,4,-0.196735414
2000,5,-0.067651726
2000,6,0.130427504
2000,7,0.168607551
2000,8,-0.026708833
2000,9,-0.034446022
2000,10,-0.267352045
2000,11,-0.528098151
2000,12,-0.03701348
2001,1,-0.012621422
2001,2,-0.119623344
2001,3,-0.250449795
2001,4,-0.391810911
2001,5,-0.334455028
2001,6,-0.170860817
2001,7,-0.166489604
2001,8,-0.251825546
2001,9,-0.377873644
2001,10,-0.365579862
2001,11,-0.304939964
2001,12,-0.437886395
2002,1,-0.349444497
2002,2,-0.50082393
2002,3,-0.537219725
2002,4,-0.339100471
2002,5,-0.154095043
2002,6,-0.092816516
2002,7,-0.023856492
2002,8,0.064354772
2002,9,0.026706876
2002,10,0.055718818
2002,11,0.329513203
2002,12,0.576837453
2003,1,0.354958085
2003,2,0.447468962
2003,3,0.477370267
2003,4,0.213704462
2003,5,0.331192792
2003,6,0.344059482
2003,7,0.536382164
2003,8,0.604910591
2003,9,0.478124099
2003,10,0.439737428
2003,11,0.285692965
2003,12,0.026005592
2004,1,0.043402047
2004,2,0.058658835
2004,3,0.130222973
2004,4,0.278673883
2004,5,0.791044361
2004,6,0.612502769
2004,7,1.002629015
2004,8,1.056702361
2004,9,0.719448139
2004,10,0.365881662
2004,11,-0.008739796
2004,12,-0.072325275
2005,1,0.206163299
2005,2,0.325599841
2005,3,0.513831137
2005,4,0.388980984
2005,5,1.017614262
2005,6,0.803040983
2005,7,0.780009097
2005,8,0.67876531
2005,9,0.301885677
2005,10,-0.129259899
2005,11,-0.12779467
2005,12,0.146605077
2006,1,0.249228788
2006,2,0.086068744
2006,3,-0.159149977
2006,4,-0.161941137
2006,5,-0.191742827
2006,6,0.238247898
2006,7,0.240760164
2006,8,-0.134399832
2006,9,-0.28239322
2006,10,0.015860789
2006,11,0.031434085
2006,12,-0.224483491
2007,1,-0.462793317
2007,2,-0.38169841
2007,3,-0.564292087
2007,4,-0.454540092
2007,5,-0.462291072
2007,6,-0.198114469
2007,7,0.155619041
2007,8,0.236211583
2007,9,0.024176655
2007,10,-0.546019921
2007,11,-0.556371605
2007,12,-0.503908974
2008,1,-0.646446538
2008,2,-0.721518583
2008,3,-0.715521718
2008,4,-0.794693805
2008,5,-0.833106608
2008,6,-0.729161535
2008,7,-0.29678765
2008,8,-0.437923126
2008,9,-0.645367721
2008,10,-0.507173816
2008,11,-0.517040697
2008,12,-0.499952802
2009,1,-0.577346192
2009,2,-0.67972394
2009,3,-0.837309655
2009,4,-0.857418345
2009,5,-0.313976257
2009,6,0.284428542
2009,7,0.121274692
2009,8,0.020714064
2009,9,-0.114828203
2009,10,-0.084278268
2009,11,-0.399509305
2009,12,-0.2600139
2010,1,0.118882464
2010,2,0.192051947
2010,3,-0.051128209
2010,4,-0.209451001
2010,5,-0.275332204
2010,6,-0.468523354
2010,7,-0.632287751
2010,8,-0.572405055
2010,9,-0.319385275
2010,10,-0.379467481
2010,11,-0.42937861
2010,12,-0.297380194
2011,1,-0.22920347
2011,2,-0.166117479
2011,3,-0.199897201
2011,4,-0.207051028
2011,5,-0.330344603
2011,6,-0.459382243
2011,7,-0.557198574
2011,8,-0.593230132
2011,9,-0.666438427
2011,10,-0.368070349
2011,11,-0.526646905
2011,12,-0.569495527
2012,1,-0.511883393
2012,2,-0.407049055
2012,3,-0.71110913
2012,4,-0.422400321
2012,5,-0.606313986
2012,6,-0.756105
2012,7,-0.83745399
2012,8,-0.847536256
2012,9,-0.875036805
2012,10,-0.51984149
2012,11,-0.328645445
2012,12,-0.275257356
2013,1,-0.467908269
2013,2,-0.50280325
2013,3,-0.494619255
2013,4,-0.185632893
2013,5,0.048348632
2013,6,0.200064253
2013,7,0.513846088
2013,8,0.512620752
2013,9,0.511541633
2013,10,-0.120612514
2013,11,0.155703793
2013,12,0.191662316
2014,1,0.48926287
2014,2,0.499336838
2014,3,0.626024332
2014,4,0.656557689
2014,5,1.142993443
2014,6,0.979919295
2014,7,1.265337295
2014,8,1.495641932
2014,9,1.562373783
2014,10,1.310152305
2014,11,1.151706576
2014,12,1.329240775
2015,1,1.307555042
2015,2,1.460191259
2015,3,1.479270887
2015,4,1.332329168
2015,5,1.150846573
2015,6,1.457677507
2015,7,1.66480559
2015,8,1.644621964
2015,9,1.334578438
2015,10,1.512154227
2015,11,1.136659621
2015,12,0.823887389
2016,1,0.771681919
2016,2,0.935529664
2016,3,0.937292187
2016,4,1.205945229
2016,5,1.210482337
2016,6,1.312328789
2016,7,1.238328883
2016,8,1.054857925
2016,9,1.07346855
2016,10,0.849542797
2016,11,0.725698205
2016,12,0.436051817
2017,1,0.343508227
2017,2,0.386557003
2017,3,0.364623649
2017,4,0.586207556
2017,5,0.543951837
2017,6,0.622404531
2017,7,0.682585678
2017,8,0.732068197
2017,9,0.540950933
2017,10,0.447255462
2017,11,0.546764199
2017,12,0.518360989
2018,1,0.690092076
2018,2,0.701967179
2018,3,0.489660765
2018,4,0.690042979
2018,5,0.683306564
2018,6,0.611226185
2018,7,0.740792434
2018,8,0.700221604
2018,9,0.894844966
2018,10,1.096777188
2018,11,1.152630109
2018,12,0.908162499
2019,1,0.658652751
2019,2,0.528608228
2019,3,0.607028398
2019,4,0.819233538
2019,5,1.091042856
2019,6,1.191744587
2019,7,1.501028309
2019,8,1.749134051
2019,9,1.72222902
2019,10,0.952611435
2019,11,1.162933731
2019,12,1.04763577
2020,1,0.420152881
2020,2,0.154627536
2020,3,-0.028934549
2020,4,0.311643009
2020,5,0.886126983
2020,6,0.934983184
2020,7,0.90307151
2020,8,0.827338192
2020,9,0.999437118
2020,10,1.08133114
2020,11,0.733761209
2020,12,0.547396312
2021,1,0.386956966
2021,2,0.194702687
2021,3,-0.103908061
2021,4,0.008321575
2021,5,0.111030386
2021,6,0.340883567
2021,7,0.405010626
2021,8,0.457579435
2021,9,0.263099302
2021,10,-0.475288681
2021,11,-0.295433465
2021,12,-0.235462719
2022,1,-0.156970489
2022,2,0.021946965
2022,3,0.166967548
2022,4,0.099311517
2022,5,0.053360011
2022,6,0.583390413
2022,7,0.733458935
2022,8,0.858407685
2022,9,1.025832683
2022,10,1.087321224
2022,11,0.361754401
2022,12,0.348547601
2023,1,0.499416706
2023,2,0.223386351
2023,3,-0.047288145
2023,4,-0.118003906
2023,5,0.178954804
2023,6,0.117466816
